,Date,Real_date,PT,ES,IT,IE,GR,DE,PT._spread,ES_spread,IT_spread,IE_spread,GR_spread,PT_var,Open_BCP,High_BCP,Low_BCP,Close_BCP,Volume_BCP,AdjClose_BCP,Date_Real,BCP_var,BCP_traded_volume,Open_BPI,High_BPI,Low_BPI,Close_BPI,Volume_BPI,AdjClose_BPI,BPI_var,BPI_traded_volume,Open_BES,High_BES,Low_BES,Close_BES,Volume_BES,AdjClose_BES,BES_var,BES_traded_volume
2139,16/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62353,1.63078,1.59454,1.61266,1690500,1.43303,16/08/01,-0.301124191,2726201.73,2.51838,2.51838,2.48909,2.51838,128600,2.22058,-0.511623089,323863.668,7.60582,7.60582,7.4368,7.48042,307600,5.48532,-0.36297062,2300977.192
2275,17/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61266,1.61628,1.58367,1.59454,2810500,1.41693,17/08/01,-0.320446317,4481454.67,2.51838,2.51838,2.44029,2.45981,265600,2.16893,-0.551589954,653325.536,7.47497,7.49678,7.36593,7.415,117100,5.43735,-0.365433529,868296.5
2687,20/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60541,1.60541,1.57279,1.57642,3623200,1.40082,20/08/01,0.941534244,5711684.944,2.45981,2.45981,2.411,2.44029,404200,2.15172,0.491104791,986365.218,7.415,7.415,7.25143,7.415,250600,5.43735,0.977930426,1858199
2826,21/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57279,1.57279,1.54743,1.56917,4188100,1.39438,21/08/01,-0.353347007,6571840.877,2.44029,2.45981,2.43053,2.44029,160400,2.15172,-0.571998215,391422.516,7.36047,7.46406,7.36047,7.415,32700,5.43735,-0.377207647,242470.5
2961,22/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5583,1.56917,1.51843,1.51843,6377600,1.34929,22/08/01,-0.396186142,9683939.168,2.44029,2.45005,2.39148,2.39148,226100,2.10868,-0.616328699,540713.628,7.415,7.52404,7.415,7.46952,171000,5.47732,-0.367157661,1277287.92
3099,23/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52568,1.58729,1.52568,1.58729,9456600,1.41048,23/08/01,-0.333340423,15010366.61,2.411,2.44029,2.3622,2.3622,301000,2.08287,-0.644624965,711022.2,7.50768,7.51859,7.44226,7.46952,82700,5.47732,-0.367157661,617729.304
3234,24/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58004,1.6199,1.57642,1.61628,7866400,1.43624,24/08/01,-0.311661004,12714304.99,2.37196,2.40124,2.35244,2.35244,234500,2.07426,-0.67219635,551647.18,7.46952,7.50768,7.46406,7.49678,53800,5.49731,-0.355635756,403326.764
3642,27/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61628,1.66339,1.61266,1.6199,3978700,1.43946,27/08/01,0.947758187,6445096.13,2.39148,2.40124,2.3622,2.37196,516500,2.09147,0.501307693,1225117.34,7.51859,7.52404,7.46952,7.52404,51800,5.5173,0.978250231,389745.272
3781,28/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59816,1.61628,1.56917,1.58729,4760300,1.41048,28/08/01,-0.337899155,7555976.587,2.37196,2.37196,2.32315,2.35244,619100,2.07426,-0.659748537,1456395.604,7.47497,7.50768,7.44226,7.46952,224800,5.47732,-0.34307289,1679148.096
3908,29/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57642,1.60903,1.56555,1.59816,2791600,1.42014,29/08/01,-0.324270847,4461423.456,2.32315,2.3622,2.32315,2.35244,510800,2.07426,-0.663899415,1201626.352,7.415,7.44226,7.36593,7.44226,111600,5.45733,-0.34065926,830556.216
4035,30/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59454,1.61266,1.58004,1.58729,2338300,1.41048,30/08/01,-0.335616244,3711560.207,2.34267,2.411,2.34267,2.39148,608500,2.10868,-0.636739572,1455215.58,7.42045,7.42045,7.36593,7.38773,129900,5.41735,-0.346126796,959666.127
4137,31/08/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59091,1.59816,1.58367,1.59816,2363300,1.42014,31/08/01,-0.328798569,3776931.528,2.39148,2.40124,2.38172,2.39148,286900,2.10868,-0.632656449,686115.612,7.38773,7.46952,7.38773,7.38773,108400,5.41735,-0.349816792,800829.932
362,03/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59454,1.60179,1.57642,1.59454,2402500,1.41693,03/09/01,0.95130317,3830882.35,2.3622,2.39148,2.34267,2.34267,188300,2.06564,0.495555857,441124.761,7.38773,7.415,7.30595,7.36047,106800,5.39736,0.977766908,786098.196
502,04/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59454,1.59454,1.57642,1.58729,2614700,1.41048,04/09/01,-0.342464976,4150287.163,2.3622,2.3622,2.32315,2.33291,159300,2.05704,-0.694561117,371632.563,7.415,7.415,7.26233,7.30595,127500,5.35738,-0.395519825,931508.625
639,05/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58004,1.58367,1.56192,1.57642,3374800,1.40082,05/09/01,-0.358618523,5320102.216,2.33291,2.33291,2.28411,2.31339,527900,2.03983,-0.700421114,1221238.581,7.30595,7.30595,7.22417,7.25143,145500,5.3174,-0.398497386,1055083.065
779,06/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56192,1.56192,1.54018,1.55467,2803700,1.3815,06/09/01,-0.375294969,4358828.279,2.28411,2.30363,2.27435,2.30363,414300,2.03122,-0.703390081,954393.909,7.19691,7.22417,7.12058,7.22417,199400,5.29741,-0.403774675,1440499.498
918,07/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5438,1.55467,1.53655,1.54018,6152400,1.36862,07/09/01,-0.390583215,9475803.432,2.27435,2.27435,2.22554,2.22554,433100,1.96237,-0.75438373,963881.374,7.08786,7.14239,7.08786,7.08786,180200,5.19746,-0.426918148,1277232.372
1326,10/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54018,1.54018,1.48944,1.52206,3291900,1.35252,10/09/01,0.952828794,5010469.314,2.20602,2.21578,2.09865,2.15721,266700,1.90212,0.485311127,575327.907,7.08786,7.14239,6.89158,6.97882,138700,5.1175,0.97655105,967962.334
1466,11/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53293,1.5438,1.43146,1.44958,7189800,1.28811,11/09/01,-0.482505376,10422190.28,2.19626,2.21578,1.95223,2.02056,828000,1.78162,-0.946862967,1673023.68,6.95156,7.02789,6.54264,6.54264,215500,4.79765,-0.533342366,1409938.92
1602,12/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4532,1.4677,1.42059,1.42784,5030200,1.26879,12/09/01,-0.510155345,7182320.768,2.02056,2.07912,1.91318,1.98151,691000,1.74719,-0.985227708,1369223.41,6.54264,6.64623,6.28639,6.48812,163300,4.75767,-0.53781578,1059509.996
1741,13/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43508,1.46045,1.43146,1.43146,2456700,1.27201,13/09/01,-0.506332497,3516667.782,2.02056,2.03032,1.97175,2.02056,423600,1.78162,-0.951690035,855909.216,6.58626,6.58626,6.38453,6.53719,107800,4.79366,-0.525437766,704709.082
1878,14/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43508,1.44958,1.34086,1.34086,5587500,1.1915,14/09/01,-0.610809903,7492055.25,2.04008,2.06936,1.95223,1.97175,750700,1.73859,-0.990095422,1480192.725,6.52083,6.59171,6.10647,6.27003,374900,4.59775,-0.578261106,2350634.247
2285,17/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26838,1.34086,1.26838,1.32274,5209700,1.1754,17/09/01,0.946316148,6891078.578,1.91318,1.98151,1.85462,1.97175,433900,1.73859,0.415618403,855542.325,5.99742,6.27003,5.72481,6.27003,385200,4.59775,0.973900277,2415215.556
2425,18/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30825,1.33724,1.29737,1.33724,2661100,1.18829,18/09/01,-0.615161282,3558529.364,1.97175,2.04008,1.95223,2.04008,331800,1.79884,-0.913872273,676898.544,6.21551,6.53174,6.13373,6.53174,88000,4.78966,-0.502503309,574793.12
2561,19/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35536,1.38797,1.34086,1.34086,4627500,1.1915,19/09/01,-0.613520772,6204829.65,2.07912,2.15721,2.03032,2.10841,797200,1.85909,-0.82869576,1680824.452,6.54264,6.62443,6.40634,6.54264,216100,4.79765,-0.500001042,1413864.504
2700,20/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33724,1.33724,1.26838,1.26838,6719900,1.1271,20/09/01,-0.694286221,8523386.762,2.09865,2.09865,1.97175,1.97175,838900,1.73859,-0.945542077,1654101.075,6.48812,6.48812,6.27003,6.37908,222300,4.67772,-0.538458907,1418069.484
2838,21/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23214,1.301,1.21402,1.301,10016000,1.15608,21/09/01,-0.649029479,13030816,1.92295,2.04984,1.90342,2.04984,1630400,1.80744,-0.880953171,3342059.136,6.26458,6.48812,6.01923,6.48812,320900,4.75767,-0.51260596,2082037.708
3244,24/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34086,1.36623,1.33361,1.35536,7392800,1.20439,24/09/01,0.953254345,10019905.41,2.0596,2.09865,2.02056,2.02056,547300,1.78162,0.497648208,1105852.488,6.4445,6.59716,6.4445,6.54264,79100,4.79765,0.974987754,517522.824
3384,25/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34086,1.43871,1.34086,1.42784,10975600,1.26879,25/09/01,-0.507617494,15671400.7,2.02056,2.04984,2.0108,2.03032,716000,1.79023,-0.908648609,1453709.12,6.48812,6.58626,6.4445,6.54264,180200,4.79765,-0.50416975,1178983.728
3517,26/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44596,1.50031,1.44596,1.46408,6507200,1.301,26/09/01,-0.470292083,9527061.376,2.03032,2.11817,2.02056,2.04008,880400,1.79884,-0.880378466,1796086.432,6.54264,6.96791,6.54264,6.88068,179200,5.04553,-0.426308039,1233017.856
3655,27/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49307,1.52206,1.48582,1.50394,8651300,1.33642,27/09/01,-0.431323985,13011036.12,2.06936,2.19626,2.04984,2.14745,2519000,1.89351,-0.818184219,5409426.55,6.90249,7.12058,6.81525,6.81525,194900,4.99755,-0.440001601,1328292.225
3793,28/09/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50394,1.50394,1.50394,1.50394,0,1.33642,28/09/01,-0.433733407,0,2.14745,2.14745,2.14745,2.14745,0,1.89351,-0.83182027,0,6.81525,6.81525,6.81525,6.81525,0,4.99755,-0.440001601,0
101,01/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52568,1.52568,1.50031,1.51481,8033300,1.34608,01/10/01,0.954906098,12168923.17,2.11817,2.13769,2.07912,2.11817,463300,1.86769,0.517050474,981348.161,7.08786,7.08786,7.00608,7.03334,127000,5.15748,0.976732823,893234.18
239,02/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51843,1.51843,1.49669,1.51843,4700800,1.34929,02/10/01,-0.420057956,7137835.744,2.11817,2.1865,2.08888,2.1865,5428300,1.92794,-0.816965258,11868977.95,7.03334,7.08786,6.97882,7.08786,149100,5.19746,-0.392308936,1056799.926
375,03/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51119,1.51119,1.48944,1.49307,5014100,1.32676,03/10/01,-0.446591697,7486402.287,2.13769,2.17674,2.12793,2.17674,173300,1.91934,-0.816134713,377229.042,7.01153,7.03334,6.9352,7.03334,221900,5.15748,-0.403101902,1560698.146
514,04/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49669,1.50756,1.49307,1.50031,5360000,1.33319,04/10/01,-0.439614759,8041661.6,2.1865,2.21578,2.17674,2.20602,583600,1.94515,-0.800889392,1287433.272,7.03334,7.08786,7.03334,7.08786,111200,5.19746,-0.391537405,788170.032
651,05/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50031,1.50031,1.50031,1.50031,0,1.33319,05/10/01,-0.439614759,0,2.20602,2.20602,2.20602,2.20602,0,1.94515,-0.800889392,0,7.08786,7.08786,7.08786,7.08786,0,5.19746,-0.391537405,0
1064,08/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47857,1.48944,1.4532,1.47857,8905900,1.31387,08/10/01,0.95935671,13167996.56,2.08888,2.15721,2.08888,2.11817,631000,1.86769,0.532577676,1336565.27,6.97882,7.03334,6.97882,7.03334,70100,5.15748,0.976732823,493037.134
1202,09/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48219,1.49307,1.47132,1.47857,3617000,1.31387,09/10/01,-0.453439077,5347987.69,2.12793,2.14745,2.12793,2.13769,333300,1.8849,-0.826489469,712492.077,7.03334,7.08786,7.03334,7.08786,41100,5.19746,-0.380768683,291311.046
1339,10/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47857,1.48582,1.4677,1.47857,7417000,1.31387,10/10/01,-0.455889852,10966553.69,2.12793,2.16697,2.12793,2.16697,571500,1.91072,-0.797301541,1238423.355,7.09332,7.14239,7.06605,7.14239,69600,5.23744,-0.374045335,497110.344
1478,11/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49669,1.50031,1.47857,1.49307,6312600,1.32676,11/10/01,-0.434456872,9425153.682,2.17674,2.27435,2.17674,2.24506,1053600,1.97958,-0.700002021,2365395.216,7.12603,7.27869,7.12603,7.25143,342100,5.3174,-0.358647083,2480714.203
1614,12/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48219,1.50031,1.47857,1.50031,5968600,1.33319,12/10/01,-0.422715442,8954750.266,2.22554,2.26459,2.22554,2.25482,229200,1.98818,-0.688317959,516804.744,7.14239,7.24598,7.14239,7.22417,153000,5.29741,-0.350943197,1105298.01
2023,15/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49307,1.51119,1.48582,1.48944,3916400,1.32353,15/10/01,0.962751128,5833242.816,2.2353,2.24506,2.20602,2.21578,208900,1.95376,0.564429613,462876.442,7.19691,7.24598,7.16419,7.24598,34500,5.3134,0.977415591,249986.31
2161,16/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48944,1.48944,1.48944,1.48944,0,1.32353,16/10/01,-0.423360256,0,2.21578,2.21578,2.21578,2.21578,0,1.95376,-0.718061584,0,7.24598,7.24598,7.24598,7.24598,0,5.3134,-0.353649264,0
2298,17/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54018,1.5583,1.54018,1.55105,3436400,1.37828,17/10/01,-0.366819514,5330028.22,2.29387,2.33291,2.27435,2.27435,606700,2.0054,-0.673820684,1379848.145,7.25688,7.39319,7.24598,7.33321,281600,5.37737,-0.327137616,2065031.936
2437,18/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5438,1.5438,1.52568,1.53655,3221500,1.3654,18/10/01,-0.370279771,4949995.825,2.27435,2.27435,2.2353,2.27435,335000,2.0054,-0.660945447,761907.25,7.36047,7.36593,7.25688,7.30595,83400,5.35738,-0.321642295,609316.23
2573,19/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53655,1.54018,1.51119,1.51119,4822500,1.34286,19/10/01,-0.402871483,7287713.775,2.27435,2.30363,2.25482,2.27435,380600,2.0054,-0.703859579,865617.61,7.3114,7.52404,7.28414,7.52404,227500,5.5173,-0.2717398,1711719.1
2983,22/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52206,1.55105,1.52206,1.55105,2292200,1.37828,22/10/01,0.964666106,3555316.81,2.28411,2.39148,2.28411,2.3622,718800,2.08287,0.563102834,1697949.36,7.36593,7.60037,7.36593,7.56766,165900,5.54929,0.978375612,1255474.794
3121,23/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56192,1.57642,1.56192,1.57642,5446700,1.40082,23/10/01,-0.347125255,8586286.814,2.39148,2.46957,2.38172,2.38172,1264700,2.10008,-0.5778637,3012161.284,7.57856,7.62218,7.57856,7.61673,245800,5.58527,-0.25626335,1872192.234
3257,24/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59454,1.60179,1.58367,1.58729,9280900,1.41048,24/10/01,-0.342464976,14731479.76,2.40124,2.42076,2.3622,2.3622,711100,2.08287,-0.652887602,1679760.42,7.62218,7.71487,7.62218,7.68761,341400,5.63725,-0.244679587,2624550.054
3396,25/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60179,1.60179,1.58004,1.59091,4658000,1.4137,25/10/01,-0.343969725,7410458.78,2.3622,2.38172,2.31339,2.33291,648100,2.05704,-0.6820091,1511958.971,7.73668,7.73668,7.57856,7.63308,599600,5.59726,-0.242858113,4576794.768
3529,26/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59091,1.59091,1.59091,1.59091,0,1.4137,26/10/01,-0.341692014,0,2.33291,2.33291,2.33291,2.33291,0,2.05704,-0.640167425,0,7.63308,7.63308,7.63308,7.63308,0,5.59726,-0.232143942,0
3930,29/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56555,1.56555,1.54743,1.56555,5447200,1.39117,29/10/01,0.970097113,8527863.96,2.33291,2.33291,2.28411,2.28411,251400,2.01401,0.545682494,574225.254,7.49678,7.60582,7.4368,7.46406,327300,5.47332,0.978075464,2442986.838
4057,30/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55105,1.5583,1.54743,1.55105,5528100,1.37828,30/10/01,-0.37149926,8574359.505,2.27435,2.28411,2.25482,2.27435,216600,2.0054,-0.639488381,492624.21,7.44226,7.44226,7.36047,7.415,177700,5.43735,-0.26102789,1317645.5
4148,31/10/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5583,1.59454,1.55467,1.59454,7841500,1.41693,31/10/01,-0.334088487,12503585.41,2.26459,2.34267,2.25482,2.34267,375100,2.06564,-0.591676188,878735.517,7.4259,7.49678,7.415,7.46952,349500,5.47732,-0.25182571,2610597.24
114,01/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59454,1.59454,1.59454,1.59454,0,1.41693,01/11/01,-0.334088487,0,2.34267,2.34267,2.34267,2.34267,0,2.06564,-0.591676188,0,7.46952,7.46952,7.46952,7.46952,0,5.47732,-0.25182571,0
251,02/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59454,1.62353,1.59454,1.6199,5041300,1.43946,02/11/01,-0.319918581,8166401.87,2.34267,2.411,2.34267,2.40124,562600,2.11729,-0.573171365,1350937.624,7.49678,7.57311,7.46952,7.57311,156900,5.55329,-0.28869553,1188220.959
661,05/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62353,1.6344,1.6199,1.62715,4562900,1.4459,05/11/01,0.959886576,7424522.735,2.411,2.42076,2.3622,2.39148,310300,2.10868,0.507274693,742076.244,7.57311,7.62218,7.57311,7.62218,911500,5.58927,0.978530291,6947617.07
801,06/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63078,1.6344,1.62353,1.63078,8037600,1.44913,06/11/01,-0.308888782,13107557.33,2.411,2.45981,2.40124,2.45981,563000,2.16893,-0.499997695,1384873.03,7.63308,7.74213,7.63308,7.74213,160600,5.67723,-0.267604096,1243386.078
940,07/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6199,1.63078,1.60903,1.62715,8086900,1.4459,07/11/01,-0.305124836,13158599.34,2.43053,2.45005,2.37196,2.40124,629400,2.11729,-0.552848216,1511340.456,7.74213,7.74213,7.63308,7.63308,516900,5.59726,-0.250000893,3945539.052
1077,08/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62715,1.6489,1.62353,1.6489,5332800,1.46523,08/11/01,-0.287907018,8793253.92,2.411,2.43053,2.33291,2.43053,1397900,2.14312,-0.522079958,3397637.887,7.63308,7.76939,7.61673,7.63308,96100,5.59726,-0.257143674,733538.988
1214,09/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6489,1.65252,1.64165,1.64527,5394000,1.46201,09/11/01,-0.290743565,8874586.38,2.39148,2.39148,2.35244,2.3622,446200,2.08287,-0.570242022,1054013.64,7.63308,7.63308,7.57856,7.62763,72100,5.59327,-0.258040466,549952.123
1624,12/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64527,1.66339,1.6199,1.66339,12638200,1.47811,12/11/01,0.961437241,21022255.5,2.3622,2.38172,2.30363,2.37196,673100,2.09147,0.489354378,1596566.276,7.60582,7.63308,7.49678,7.5513,450800,5.53729,0.978328749,3404126.04
1763,13/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66702,1.68151,1.66702,1.67064,9177300,1.48455,13/11/01,-0.258132094,15331964.47,2.38172,2.40124,2.37196,2.39148,1098800,2.10868,-0.53061631,2627758.224,7.5622,7.63308,7.52404,7.63308,1149900,5.59726,-0.227143281,8777278.692
1900,14/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68151,1.69963,1.65252,1.65614,6955600,1.47166,14/11/01,-0.271339848,11519447.38,2.411,2.45981,2.38172,2.38172,1385600,2.10008,-0.553274161,3300111.232,7.66034,7.74213,7.64944,7.66034,64500,5.61725,-0.273309894,494091.93
2036,15/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67426,1.67426,1.64165,1.65614,4440500,1.47166,15/11/01,-0.271339848,7354089.67,2.39148,2.40124,2.34267,2.38172,2304300,2.10008,-0.557374005,5488197.396,7.74213,7.75848,7.66034,7.68761,109900,5.63725,-0.258863808,844868.339
2173,16/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65252,1.65977,1.64165,1.65614,4670300,1.47166,16/11/01,-0.258211815,7734670.642,2.37196,2.37196,2.34267,2.34267,449500,2.06564,-0.579171588,1053030.165,7.71487,7.7912,7.63308,7.63308,266200,5.59726,-0.246429503,2031925.896
2583,19/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66702,1.67789,1.6489,1.66702,8225100,1.48133,19/11/01,0.961993614,13711406.2,2.37196,2.39148,2.35244,2.39148,865300,2.10868,0.494944705,2069347.644,7.66034,7.90569,7.66034,7.82936,179700,5.74119,0.97909841,1406935.992
2722,20/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65977,1.65977,1.6344,1.6489,6248700,1.46523,20/11/01,-0.272530592,10303481.43,2.37196,2.39148,2.3622,2.39148,422700,2.10868,-0.53061631,1010878.596,7.82936,7.93295,7.82936,7.93295,295400,5.81715,-0.197938853,2343393.43
2860,21/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64527,1.6489,1.63078,1.63078,12757600,1.44913,21/11/01,-0.282217606,20804838.93,2.38172,2.39148,2.3622,2.37196,216500,2.09147,-0.56378528,513529.34,7.90569,8.042,7.87843,8.01474,771800,5.87713,-0.170067703,6185776.332
2996,22/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63802,1.64165,1.63078,1.63802,1858200,1.45556,22/11/01,-0.267704526,3043768.764,2.37196,2.37196,2.34267,2.3622,155800,2.08287,-0.545449308,368030.76,8.01474,8.09107,8.01474,8.042,763200,5.89712,-0.166101419,6137654.4
3133,23/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63802,1.64527,1.6199,1.62353,3515400,1.44269,23/11/01,-0.283477393,5707357.362,2.3622,2.3622,2.34267,2.34267,383300,2.06564,-0.541672315,897945.411,7.87843,7.87843,7.63308,7.84027,452700,5.74919,-0.216967955,3549290.229
3539,26/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63078,1.6344,1.59454,1.59454,6119800,1.41693,26/11/01,0.964571291,9758265.892,2.35244,2.3622,2.32315,2.32315,347400,2.04843,0.465932446,807062.31,7.82391,7.82391,7.76939,7.79665,641200,5.71721,0.979010741,4999211.98
3677,27/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59816,1.62353,1.59454,1.6199,3041200,1.43946,27/11/01,-0.293068234,4926439.88,2.32315,2.3622,2.32315,2.3622,250300,2.08287,-0.520656594,591258.66,7.79665,7.81846,7.74213,7.76939,457800,5.69722,-0.242104044,3556826.742
3815,28/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61266,1.62353,1.59454,1.59454,3493300,1.41693,28/11/01,-0.311356242,5570206.582,2.35244,2.35244,2.30363,2.34267,936000,2.06564,-0.525009198,2192739.12,7.76939,7.76939,7.66034,7.66034,264400,5.61725,-0.247687035,2025393.896
3943,29/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60179,1.6344,1.60179,1.63078,228802500,1.44913,29/11/01,-0.277773561,373126541,2.34267,2.37196,2.33291,2.37196,512400,2.09147,-0.510287023,1215392.304,7.68215,7.68215,7.57311,7.63308,476900,5.59726,-0.252857648,3640215.852
4069,30/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63078,1.66339,1.63078,1.66339,10470000,1.47811,30/11/01,-0.250542923,17415693.3,2.37196,2.37196,2.34267,2.3622,817700,2.08287,-0.495859079,1931570.94,7.63308,7.66034,7.57856,7.57856,549300,5.55728,-0.284892969,4162903.008
397,03/12/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64527,1.64527,1.62715,1.63802,2216900,1.45556,03/12/01,0.963038281,3631326.538,2.34267,2.3622,2.32315,2.32315,165000,2.04843,0.443476223,383319.75,7.57856,7.62763,7.57856,7.57856,321300,5.55728,0.978406703,2434991.328
